EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,Cluster,Cluster_Label,dim_1,dim_2
1371,32,0.0,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,1,2,Male,100,4,1,Laboratory Technician,2,Married,2794,26062,1,Y,No,20,4,3,80,0,5,3,1,5,1,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,0.041552377887247346,1.2557236532374243
1372,56,0.0,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,1,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2,Sedang (5000-10000),Baru Dipromosikan,50+,6-10 km,2,Risiko Rendah,0.7883216062305559,-0.5277127384396062
1373,51,0.0,Travel_Rarely,1169,Research & Development,7,4,Medical,1,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,Y,No,17,3,3,80,0,10,2,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,50+,6-10 km,2,Risiko Rendah,0.24153327019643475,-0.28187077189537596
1374,50,0.0,Travel_Rarely,691,Research & Development,2,3,Medical,1,3,Male,64,3,4,Research Director,3,Married,17639,6881,5,Y,No,16,3,4,80,0,30,3,3,4,3,0,3,Sangat Tinggi (>15000),Baru Dipromosikan,50+,0-5 km,2,Risiko Rendah,1.9446458721554323,-1.533207311873936
1375,28,0.0,Travel_Rarely,950,Research & Development,3,3,Medical,1,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7,Sedang (5000-10000),1-2 Tahun,< 30,0-5 km,2,Risiko Rendah,0.8783363096194962,-0.5940825988836765
1376,33,1.0,Travel_Frequently,827,Research & Development,29,4,Medical,1,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8,Rendah (< 5000),3-5 Tahun,30-39,21-30 km,2,Risiko Rendah,1.1651750498860003,2.037935846143126
1377,29,1.0,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,4,Female,92,2,1,Research Scientist,1,Single,2404,11479,6,Y,Yes,20,4,3,80,0,3,5,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,2,Risiko Rendah,-0.6863914755999531,-2.405766661476731
1378,41,0.0,Travel_Rarely,549,Research & Development,7,2,Medical,1,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1,Sedang (5000-10000),1-2 Tahun,40-49,6-10 km,0,,3.418249439447585,-2.2840023134502427
1379,52,1.0,Travel_Rarely,723,Research & Development,8,4,Medical,1,3,Male,85,2,2,Research Scientist,2,Married,4941,17747,2,Y,No,15,3,1,80,0,11,3,2,8,2,7,7,Rendah (< 5000),> 5 Tahun,50+,6-10 km,2,Risiko Rendah,0.911852194201198,1.1472437358656642
1380,22,1.0,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,-0.17513972002304512,-0.7313872560246231
1381,35,,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7,Sedang (5000-10000),Baru Dipromosikan,30-39,21-30 km,2,Risiko Rendah,0.48793094834581546,0.1299897105192717
1382,28,0.0,Travel_Rarely,1179,Research & Development,19,4,Medical,1,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,Y,No,12,3,3,80,3,6,2,3,6,5,3,3,Rendah (< 5000),3-5 Tahun,< 30,11-20 km,2,Risiko Rendah,-0.15504002946309892,0.8241493884703331
1383,27,,Travel_Rarely,511,Sales,2,2,Medical,1,1,Female,89,4,2,Sales Executive,3,Single,6500,26997,0,Y,No,14,3,2,80,0,9,5,2,8,7,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,1.1925714465590809,0.42462356753219477
1384,27,0.0,Travel_Rarely,1115,Research & Development,3,4,Medical,1,1,Male,54,2,1,Research Scientist,4,Single,2045,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,2,Risiko Rendah,-0.7492253709561214,0.2187026852379301
1385,47,0.0,Travel_Frequently,1309,Sales,4,1,Medical,1,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,0.7771153829530667,0.09663975716347278
1386,27,,Travel_Rarely,486,Research & Development,8,3,Medical,1,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,2,Risiko Rendah,-0.7695980088412091,1.6207059192484583
1387,44,0.0,Non-Travel,489,Research & Development,23,3,Medical,1,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,Y,No,12,3,3,80,1,17,3,4,3,2,1,2,Rendah (< 5000),1-2 Tahun,40-49,21-30 km,-1,Risiko Tinggi,,
1388,33,,Non-Travel,1283,Sales,2,3,Marketing,1,4,Female,62,3,2,Sales Executive,2,Single,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,0.17169770690877256,-0.7267711626088117
1389,33,0.0,Travel_Rarely,931,Research & Development,14,3,Medical,1,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,2,Risiko Rendah,-0.33638439074836357,0.2926461117515507
1390,28,,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,1,3,Male,96,1,2,Manufacturing Director,2,Married,6549,3173,1,Y,No,14,3,2,80,2,8,2,2,8,6,1,7,Sedang (5000-10000),1-2 Tahun,< 30,21-30 km,2,Risiko Rendah,0.5111855072196988,1.5355237368986943
1391,35,0.0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,2,Risiko Rendah,1.1911289042106588,-0.4652515560428848
1392,35,,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,0,Y,No,23,4,1,80,2,6,5,3,5,3,4,2,Rendah (< 5000),3-5 Tahun,30-39,21-30 km,2,Risiko Rendah,0.13427623167576835,1.7856152672955936
1393,47,,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,2,Risiko Rendah,3.227746356897369,-1.038739517626123
1394,45,0.0,Travel_Rarely,193,Research & Development,6,4,Other,1,4,Male,52,3,3,Research Director,1,Married,13245,15067,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,Tinggi (10000-15000),Baru Dipromosikan,40-49,6-10 km,2,Risiko Rendah,-0.479721638905823,-0.5334870013949906
1395,35,0.0,Travel_Rarely,583,Research & Development,25,4,Medical,1,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1,Tinggi (10000-15000),> 5 Tahun,30-39,21-30 km,2,Risiko Rendah,1.0578123321548425,1.225885363039305
1396,34,0.0,Travel_Rarely,1354,Research & Development,5,3,Medical,1,3,Female,45,2,3,Manager,1,Single,11631,5615,2,Y,No,12,3,4,80,0,14,6,3,11,10,5,8,Tinggi (10000-15000),3-5 Tahun,30-39,0-5 km,2,Risiko Rendah,1.2002694238039662,0.10275975815658851
1397,36,,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,1,Male,66,4,1,Laboratory Technician,2,Married,2810,9238,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,0.3528233882190826,1.4004176418382088
1398,24,0.0,Travel_Rarely,1476,Sales,4,1,Medical,1,4,Female,42,3,2,Sales Executive,3,Married,4162,15211,1,Y,Yes,12,3,3,80,2,5,3,3,5,4,0,3,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,-0.974254191663828,-1.9788009726557971
1399,33,,Travel_Rarely,267,Research & Development,21,3,Medical,1,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13,Rendah (< 5000),1-2 Tahun,30-39,21-30 km,2,Risiko Rendah,0.4027247449795264,1.4526232921244422
1400,26,1.0,Travel_Rarely,950,Sales,4,4,Marketing,1,4,Male,48,2,2,Sales Executive,4,Single,5828,8450,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,Sedang (5000-10000),> 5 Tahun,< 30,0-5 km,2,Risiko Rendah,-0.871837506446219,-1.3975615587842407
1401,32,0.0,Travel_Rarely,499,Sales,2,1,Marketing,1,3,Male,36,3,2,Sales Executive,2,Married,4078,20497,0,Y,Yes,13,3,1,80,3,4,3,2,3,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,1.8703027807790202,0.9374255135124808
1402,43,0.0,Travel_Rarely,1273,Research & Development,2,2,Medical,1,4,Female,72,4,1,Research Scientist,3,Divorced,2645,21923,1,Y,No,12,3,4,80,2,6,3,2,5,3,1,4,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,2,Risiko Rendah,-0.9246234828768705,-0.7869921768160745
1403,34,0.0,Travel_Rarely,1346,Research & Development,19,2,Medical,1,2,Male,93,3,1,Laboratory Technician,4,Divorced,2661,8758,0,Y,No,11,3,3,80,1,3,2,3,2,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,1,Risiko Sedang,-13.228021907449138,10.017428365692098
1404,37,0.0,Travel_Rarely,124,Research & Development,3,3,Other,1,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,1.0068016139296911,0.1698887155131355
1405,32,0.0,Travel_Rarely,859,Research & Development,4,3,Life Sciences,1,3,Female,98,2,2,Manufacturing Director,3,Married,6162,19124,1,Y,No,12,3,3,80,1,14,3,3,14,13,6,8,Sedang (5000-10000),> 5 Tahun,30-39,0-5 km,2,Risiko Rendah,1.0896117248235475,0.6563707193068067
1406,31,0.0,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,1,Male,62,2,2,Human Resources,1,Married,6410,17822,3,Y,No,12,3,4,80,0,9,1,3,2,2,1,0,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,,4.082601034543323,-1.4305967281028282
1407,33,,Non-Travel,530,Sales,16,3,Life Sciences,1,3,Female,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,2,Risiko Rendah,-0.9914280850911175,-1.678556955100837
1408,39,,Travel_Rarely,1462,Sales,6,3,Medical,1,4,Male,38,4,3,Sales Executive,3,Married,8237,4658,2,Y,No,11,3,1,80,1,11,3,3,7,6,7,6,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,2,Risiko Rendah,1.2230444444184434,-0.1683980656825492
1409,49,,Travel_Rarely,1313,Sales,11,4,Marketing,1,4,Female,80,3,2,Sales Executive,4,Single,4507,8191,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4,Rendah (< 5000),Baru Dipromosikan,40-49,11-20 km,2,Risiko Rendah,0.1095547974616926,-2.1109377899727835
1410,25,0.0,Non-Travel,675,Research & Development,5,2,Life Sciences,1,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,Y,No,12,3,4,80,2,6,2,3,6,3,1,5,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,2,Risiko Rendah,0.993146847624527,0.2773957227090408
1411,30,0.0,Travel_Rarely,1334,Sales,4,2,Medical,1,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Y,Yes,12,3,2,80,3,11,4,2,11,8,2,7,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,1.1506129075544482,1.202347657000936
1412,34,,Travel_Rarely,1440,Sales,7,2,Technical Degree,1,2,Male,55,3,1,Sales Representative,3,Married,2308,4944,0,Y,Yes,25,4,2,80,1,12,4,3,11,10,5,7,Rendah (< 5000),3-5 Tahun,30-39,6-10 km,2,Risiko Rendah,-1.6240686353888238,-1.6481931255920155
1413,39,,Travel_Rarely,492,Research & Development,12,3,Medical,1,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,2,Risiko Rendah,0.6732900817379135,-0.4718821023767504
1414,28,1.0,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,-1,Risiko Tinggi,,
1415,48,,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,1,4,Male,91,2,5,Research Director,2,Married,19665,13583,4,Y,No,12,3,4,80,0,29,3,3,22,10,12,9,Sangat Tinggi (>15000),> 5 Tahun,40-49,6-10 km,2,Risiko Rendah,1.2182531156809178,-0.46532636402506866
1416,35,0.0,Travel_Rarely,672,Research & Development,25,3,Technical Degree,1,4,Male,78,2,3,Manufacturing Director,2,Married,10903,9129,3,Y,No,16,3,1,80,0,16,2,3,13,10,4,8,Tinggi (10000-15000),3-5 Tahun,30-39,21-30 km,2,Risiko Rendah,1.3160912235530389,1.029856520465811
1417,41,,Travel_Rarely,918,Sales,6,3,Marketing,1,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7,Sedang (5000-10000),> 5 Tahun,40-49,6-10 km,2,Risiko Rendah,1.2413657314220938,0.10427027447059128
1418,33,0.0,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,1.8710925517754287,-2.0900215356768075
1419,30,0.0,Travel_Rarely,570,Sales,5,3,Marketing,1,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5431,1,Y,No,13,3,3,80,3,10,2,3,10,9,1,2,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,0.9282593999787828,-0.14326728939216962
1420,24,0.0,Non-Travel,1092,Research & Development,9,3,Life Sciences,1,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,26551,1,Y,No,11,3,3,80,3,1,4,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,,2.042558272669678,-2.245395820931027
1421,45,0.0,Non-Travel,805,Research & Development,4,2,Life Sciences,1,3,Male,57,3,2,Laboratory Technician,2,Married,4447,23163,1,Y,No,12,3,2,80,0,9,5,2,9,7,0,8,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,0.7343148728969131,0.9756519119157643
1422,25,0.0,Travel_Rarely,959,Sales,28,3,Life Sciences,1,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,Y,No,18,3,4,80,0,6,3,3,2,2,2,2,Sedang (5000-10000),1-2 Tahun,< 30,21-30 km,0,,3.7747765303828116,-2.2322646686538112
1423,35,0.0,Travel_Rarely,1214,Research & Development,1,3,Medical,1,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,1,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,0.5779500963301213,1.0527211377147465
1424,48,0.0,Travel_Rarely,1469,Research & Development,20,4,Medical,1,4,Male,51,3,1,Research Scientist,3,Married,2259,5543,4,Y,No,17,3,1,80,2,13,2,2,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,11-20 km,2,Risiko Rendah,1.0488883493223056,-0.9131403982637203
1425,40,,Travel_Rarely,898,Human Resources,6,2,Medical,1,3,Male,38,3,4,Manager,4,Single,16437,17381,1,Y,Yes,21,4,4,80,0,21,2,3,21,7,7,7,Sangat Tinggi (>15000),> 5 Tahun,40-49,6-10 km,2,Risiko Rendah,-0.3059524096290719,-0.600086137128474
1426,53,0.0,Travel_Rarely,1282,Research & Development,5,3,Other,1,3,Female,58,3,5,Manager,3,Divorced,19094,10735,4,Y,No,11,3,4,80,1,26,3,2,14,13,4,8,Sangat Tinggi (>15000),3-5 Tahun,50+,0-5 km,2,Risiko Rendah,0.7669526992826694,-0.5928488112173028
1427,31,0.0,Travel_Rarely,154,Sales,7,4,Life Sciences,1,2,Male,41,2,1,Sales Representative,3,Married,2329,11737,3,Y,No,15,3,2,80,0,13,2,4,7,7,5,2,Rendah (< 5000),3-5 Tahun,30-39,6-10 km,2,Risiko Rendah,-0.12923371652902088,0.1503638470711885
1428,35,,Non-Travel,208,Research & Development,8,4,Life Sciences,1,3,Female,52,3,2,Healthcare Representative,3,Married,4148,12250,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,2,Risiko Rendah,0.9436139254276488,0.37461238421045845
1429,58,0.0,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,1,Male,88,3,1,Research Scientist,3,Divorced,2372,26076,1,Y,No,12,3,4,80,2,2,3,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,50+,21-30 km,1,Risiko Sedang,-13.502322871422809,8.397283839994802
1430,38,,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,1,2,Male,71,3,1,Research Scientist,4,Divorced,4771,14293,2,Y,No,19,3,4,80,2,10,0,4,5,2,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,-1.0178093079024608,-0.8773154647356082
1431,31,1.0,Travel_Frequently,703,Sales,2,3,Life Sciences,1,3,Female,90,2,1,Sales Representative,4,Single,2785,11882,7,Y,No,14,3,3,80,0,3,3,4,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,1.5342178691521235,-2.5275752678043384
1432,39,0.0,Travel_Rarely,903,Sales,2,5,Life Sciences,1,1,Male,41,4,3,Sales Executive,3,Single,7880,2560,0,Y,No,18,3,4,80,0,9,3,3,8,7,0,7,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,1.2083871484055488,-0.630849957449728
1433,51,0.0,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,1,2,Male,81,2,3,Research Director,2,Married,12490,15736,5,Y,No,16,3,4,80,2,16,5,1,10,9,4,7,Tinggi (10000-15000),3-5 Tahun,50+,6-10 km,2,Risiko Rendah,1.0753804386176231,0.6186964550458858
1434,41,0.0,Travel_Frequently,1018,Sales,1,3,Marketing,1,3,Female,66,3,2,Sales Executive,1,Divorced,4103,4297,0,Y,No,17,3,4,80,1,10,2,3,9,3,1,7,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,2,Risiko Rendah,0.7533230424254777,-0.6430230034581578
1435,29,0.0,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,2,Risiko Rendah,-0.5199256954068707,-0.4454015105992456
1436,58,1.0,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,4,Male,57,2,1,Laboratory Technician,4,Divorced,2380,13384,9,Y,Yes,14,3,4,80,1,3,3,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,50+,0-5 km,2,Risiko Rendah,1.6188649597040214,-2.5060803047906597
1437,30,,Travel_Rarely,911,Research & Development,1,2,Medical,1,4,Male,76,3,1,Laboratory Technician,2,Married,3748,4077,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,-0.11518100944941778,0.8689812426566391
1438,49,0.0,Travel_Frequently,279,Research & Development,8,1,Life Sciences,1,3,Male,61,2,2,Research Scientist,2,Married,5130,24907,1,Y,No,23,4,4,80,1,10,3,3,10,7,1,7,Sedang (5000-10000),1-2 Tahun,40-49,6-10 km,2,Risiko Rendah,0.857628849426655,0.26580215259891193
1439,51,0.0,Travel_Rarely,833,Research & Development,1,3,Life Sciences,1,3,Male,96,3,1,Research Scientist,4,Married,2723,23231,1,Y,No,11,3,2,80,0,1,0,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,50+,0-5 km,0,,1.4687991026018765,-2.72873905746288
1440,24,0.0,Travel_Rarely,823,Research & Development,17,2,Other,1,4,Male,94,2,1,Laboratory Technician,2,Married,2127,9100,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,0,,1.6414795034886935,-3.0787564854599556
1441,39,1.0,Travel_Rarely,360,Research & Development,23,3,Medical,1,3,Male,93,3,1,Research Scientist,1,Single,3904,22154,0,Y,No,13,3,1,80,0,6,2,3,5,2,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,2,Risiko Rendah,0.36437840421498785,1.9597181842565765
1442,52,0.0,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,1,3,Female,89,2,1,Laboratory Technician,4,Single,3212,3300,7,Y,No,15,3,2,80,0,6,3,2,2,2,2,2,Rendah (< 5000),1-2 Tahun,50+,0-5 km,1,Risiko Sedang,-13.390080836734292,9.319449601937306
1443,35,0.0,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,2,Male,82,1,2,Research Scientist,4,Single,6646,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,2,Risiko Rendah,1.1615388335422938,1.2431475285508127
1444,24,,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1,Female,32,3,1,Research Scientist,4,Single,3760,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,2,Risiko Rendah,-1.7609719061492024,-0.779389455166882
1445,45,1.0,Travel_Rarely,1449,Sales,2,3,Marketing,1,1,Female,94,1,5,Manager,2,Single,18824,2493,2,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,2,Risiko Rendah,-0.37895947244366807,1.1940101097100169
1446,30,0.0,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,2,Female,73,4,3,Research Director,1,Married,11416,17802,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7,Tinggi (10000-15000),1-2 Tahun,30-39,6-10 km,2,Risiko Rendah,1.5254632032547102,0.5190104588694364
1447,26,1.0,Non-Travel,265,Sales,29,2,Medical,1,2,Male,79,1,2,Sales Executive,1,Single,4969,21813,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,0,,4.109542987590606,-1.5182749213018178
1448,42,,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1,4,Male,40,3,3,Healthcare Representative,4,Married,10124,18611,2,Y,Yes,14,3,3,80,1,24,3,1,20,8,13,9,Tinggi (10000-15000),> 5 Tahun,40-49,0-5 km,2,Risiko Rendah,0.8107461117257303,-0.1892580569392884
1449,38,,Travel_Rarely,437,Sales,16,3,Life Sciences,1,2,Female,90,3,2,Sales Executive,2,Single,4198,16379,2,Y,No,12,3,2,80,0,8,5,4,3,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,2,Risiko Rendah,1.0194251178263367,-0.03701485864098429
1450,34,0.0,Travel_Rarely,629,Research & Development,27,2,Medical,1,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,21-30 km,2,Risiko Rendah,-1.9449876301437656,0.4550453558771799
1451,51,0.0,Travel_Frequently,968,Research & Development,6,2,Medical,1,2,Female,40,2,1,Laboratory Technician,3,Single,2838,4257,0,Y,No,14,3,2,80,0,8,6,2,7,0,7,7,Rendah (< 5000),> 5 Tahun,50+,6-10 km,2,Risiko Rendah,0.0023539895019490864,0.5533168485029156
1452,38,0.0,Travel_Rarely,322,Sales,7,2,Medical,1,1,Female,44,4,2,Sales Executive,1,Divorced,5605,19191,1,Y,Yes,24,4,3,80,1,8,3,3,8,0,7,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,2,Risiko Rendah,-1.0366852524601593,0.5566065919457741
1453,44,0.0,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,2,Male,61,3,1,Research Scientist,1,Married,2559,7508,1,Y,Yes,13,3,4,80,0,8,0,3,8,7,7,1,Rendah (< 5000),> 5 Tahun,40-49,6-10 km,2,Risiko Rendah,-1.4549579638559498,-0.027526512936137417
1454,42,0.0,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,1,Female,92,3,2,Research Scientist,3,Divorced,4556,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,2,Risiko Rendah,1.3277131576421044,1.3251894002423978
1455,38,0.0,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,2,Female,33,4,2,Healthcare Representative,4,Single,7625,19383,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,0.3036722201255806,-0.9792834151290684
1456,40,1.0,Travel_Rarely,299,Sales,25,4,Marketing,1,4,Male,57,2,3,Sales Executive,2,Single,9094,17235,2,Y,Yes,12,3,3,80,0,9,2,3,5,4,1,0,Sedang (5000-10000),1-2 Tahun,40-49,21-30 km,2,Risiko Rendah,-0.45781554257172274,-2.0477167958961533
1457,34,0.0,Travel_Rarely,1153,Research & Development,1,2,Medical,1,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,1.5462311162257998,0.3869631851908192
