EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,OverTime_Numeric,Income_Level,Satisfaction_Index,Career_Progress,Stability_Factor,Work_Life_Balance_Impact,Distance_Strain,Promotion_Expectation,Experience_vs_Tenure,Loyalty_Index,Compensation_Satisfaction,Turnover_Risk,Career_Stagnation,Cluster,Cluster_Label,Dim1,Dim2
1085,40,0.0,Travel_Rarely,555,Research & Development,2,3,Medical,1,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,0,1724.0,2.5,2.0,0.14285714285714285,3,0.6451612903225806,0.09523809523809523,0.9047619047619048,0.42857142857142855,82.0952380952381,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36792162529209,-0.25511783480483785
1086,41,0.0,Non-Travel,247,Research & Development,7,1,Life Sciences,1,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,Y,No,22,4,2,80,2,21,3,3,21,16,5,10,Sangat Tinggi (>15000),3-5 Tahun,40-49,6-10 km,0,3994.6,2.5,0.8333333333333334,10.5,3,2.258064516129032,0.22727272727272727,0.0,31.5,181.57272727272726,0.0,0.22727272727272727,0,Risiko Rendah (Cluster 0),-26.368843092507166,-0.21681154838213362
1087,24,0.0,Travel_Rarely,1371,Sales,10,4,Marketing,1,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,1,2130.0,3.75,2.0,2.5,0,2.439024390243903,0.3333333333333333,0.0,7.5,355.0,0.8130081300813009,0.0,0,Risiko Rendah (Cluster 0),-24.956817310100067,0.058585189566477666
1088,30,0.0,Travel_Frequently,721,Research & Development,1,2,Medical,1,3,Female,58,3,2,Laboratory Technician,4,Single,4011,10781,1,Y,No,23,4,4,80,0,12,2,3,12,8,3,7,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,0,2005.5,3.5,0.5,6.0,3,0.3225806451612903,0.15384615384615385,0.0,24.0,154.26923076923077,0.0,0.23076923076923078,0,Risiko Rendah (Cluster 0),-26.36856722320012,-0.23528084657295362
1089,36,0.0,Travel_Rarely,530,Sales,2,4,Life Sciences,1,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7,Rendah (< 5000),> 5 Tahun,30-39,0-5 km,0,2251.0,3.0,0.2857142857142857,3.25,2,0.9523809523809523,0.1111111111111111,0.2222222222222222,13.0,125.05555555555556,0.0,0.42857142857142855,0,Risiko Rendah (Cluster 0),-26.36827523395467,-0.23493418285986614
1090,36,0.0,Travel_Rarely,164,Sales,2,2,Medical,1,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0,Sedang (5000-10000),> 5 Tahun,30-39,0-5 km,0,2532.0,2.5,0.3,5.0,3,0.6451612903225806,0.2727272727272727,0.0,15.0,230.1818181818182,0.0,0.8181818181818182,0,Risiko Rendah (Cluster 0),-26.368306526480072,-0.2299005082582384
1091,53,0.0,Travel_Rarely,1223,Research & Development,7,2,Medical,1,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,Y,No,18,3,2,80,1,26,6,3,7,7,4,7,Sangat Tinggi (>15000),3-5 Tahun,50+,6-10 km,0,3721.2,3.0,1.0,1.75,3,2.258064516129032,0.18518518518518517,0.7037037037037037,5.25,137.82222222222222,0.0,0.5,0,Risiko Rendah (Cluster 0),-26.36791899469916,-0.2508984160093096
1092,26,0.0,Travel_Rarely,683,Research & Development,2,1,Medical,1,1,Male,36,2,1,Research Scientist,4,Single,3904,4050,0,Y,No,12,3,4,80,0,5,2,3,4,3,1,1,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,3904.0,3.0,0.5,4.0,3,0.6451612903225806,0.16666666666666666,0.16666666666666666,16.0,650.6666666666666,0.0,0.2,0,Risiko Rendah (Cluster 0),-26.368358126087788,-0.2414594960494352
1093,30,0.0,Travel_Rarely,1288,Sales,29,4,Technical Degree,1,3,Male,33,3,3,Sales Executive,2,Married,9250,17799,3,Y,No,12,3,2,80,1,9,3,3,4,2,1,3,Sedang (5000-10000),1-2 Tahun,30-39,21-30 km,0,3083.3333333333335,2.5,1.5,1.0,3,9.35483870967742,0.3,0.5,2.0,308.33333333333337,0.0,0.2,0,Risiko Rendah (Cluster 0),-26.367257673389968,-0.24947923557168816
1094,27,0.0,Travel_Rarely,591,Research & Development,2,1,Medical,1,1,Male,40,3,1,Laboratory Technician,2,Married,3468,16632,9,Y,No,12,3,4,80,1,6,3,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,3468.0,2.5,0.3333333333333333,0.2,3,0.6451612903225806,0.14285714285714285,0.5714285714285714,0.4,495.42857142857144,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.368035299564635,-0.24590893040080186
1095,53,0.0,Travel_Rarely,661,Sales,7,2,Marketing,1,1,Female,78,2,3,Sales Executive,4,Married,10934,20715,7,Y,Yes,18,3,4,80,1,35,3,3,5,2,0,4,Tinggi (10000-15000),Baru Dipromosikan,50+,6-10 km,1,3644.6666666666665,3.0,3.0,0.625,0,2.258064516129032,0.08333333333333333,0.8333333333333334,2.5,101.24074074074073,0.564516129032258,0.0,0,Risiko Rendah (Cluster 0),-25.801610405634577,-1.0361607216538833
1096,52,0.0,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0,Tinggi (10000-15000),3-5 Tahun,50+,6-10 km,0,3481.6666666666665,2.75,0.6,1.0,3,2.258064516129032,0.15789473684210525,0.5263157894736842,2.0,183.2456140350877,0.0,0.4444444444444444,0,Risiko Rendah (Cluster 0),-26.367859232804417,-0.24734776011518006
1097,29,0.0,Travel_Frequently,746,Sales,24,3,Technical Degree,1,3,Male,45,4,1,Sales Representative,1,Single,1091,10642,1,Y,No,17,3,4,80,0,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,0,1091.0,2.75,1.0,0.5,3,7.741935483870967,0.5,0.0,0.5,545.5,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36778717695509,-0.23751908848289227
1098,29,0.0,Travel_Rarely,1247,Sales,20,2,Marketing,1,4,Male,45,3,2,Sales Executive,4,Divorced,6931,10732,2,Y,No,14,3,4,80,1,10,2,3,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,< 30,11-20 km,0,3465.5,3.75,2.0,1.0,3,6.451612903225806,0.18181818181818182,0.6363636363636364,4.0,315.04545454545456,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367907129982477,-0.24971959414352776
1099,42,0.0,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,0,2576.0,2.0,0.5,1.25,3,0.3225806451612903,0.1111111111111111,0.3333333333333333,1.25,286.22222222222223,0.0,0.16666666666666666,0,Risiko Rendah (Cluster 0),-26.367911917844427,-0.2471836089708116
1100,40,0.0,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,1,Male,83,3,1,Laboratory Technician,4,Married,2406,4060,8,Y,No,19,3,3,80,2,8,3,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,0,2406.0,2.5,1.0,0.1111111111111111,2,0.47619047619047616,0.1111111111111111,0.7777777777777778,0.4444444444444444,267.3333333333333,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367978962141713,-0.25013497964916737
1101,30,0.0,Travel_Rarely,413,Sales,7,1,Marketing,1,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,0,2983.0,2.5,0.5,3.0,3,2.258064516129032,0.2,0.2,6.0,596.6,0.0,0.25,0,Risiko Rendah (Cluster 0),-26.36804490638419,-0.24212298007101102
1102,35,0.0,Travel_Rarely,1232,Sales,16,3,Marketing,1,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,Sedang (5000-10000),> 5 Tahun,30-39,11-20 km,0,2673.3333333333335,2.5,0.42857142857142855,11.0,2,7.619047619047619,0.23076923076923078,0.07692307692307693,22.0,205.64102564102566,0.0,0.5,0,Risiko Rendah (Cluster 0),-26.36784264489046,-0.21790185608647022
1103,46,0.0,Non-Travel,849,Sales,26,2,Life Sciences,1,2,Male,98,2,2,Sales Executive,2,Single,7991,25166,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2,Sedang (5000-10000),1-2 Tahun,40-49,21-30 km,0,3995.5,2.5,0.6666666666666666,0.2222222222222222,3,8.387096774193548,0.2857142857142857,0.5714285714285714,0.4444444444444444,570.7857142857143,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.36726670520433,-0.2459490257585075
1104,22,0.0,Travel_Rarely,1294,Research & Development,8,1,Medical,1,3,Female,79,3,1,Laboratory Technician,1,Married,2398,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,1,2398.0,2.5,1.0,0.5,0,2.5806451612903225,0.5,0.0,0.5,1199.0,2.5806451612903225,0.0,0,Risiko Rendah (Cluster 0),13.213838290163917,4.256061044701362
1105,45,0.0,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1,4,Male,97,3,1,Research Scientist,4,Married,2132,4585,4,Y,No,20,4,4,80,1,8,3,3,5,4,0,3,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,0,2132.0,3.75,1.0,1.0,3,9.032258064516128,0.1111111111111111,0.3333333333333333,4.0,236.88888888888889,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367757612611257,-0.24429341557878975
1106,35,1.0,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Sedang (5000-10000),Baru Dipromosikan,30-39,21-30 km,1,2958.0,2.25,2.0,0.25,0,7.419354838709677,0.2222222222222222,0.7777777777777778,0.75,328.6666666666667,2.4731182795698925,0.0,0,Risiko Rendah (Cluster 0),9.319695888353529,-6.3350230632796904
1107,49,0.0,Non-Travel,1002,Research & Development,18,4,Life Sciences,1,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804,23793,1,Y,Yes,15,3,1,80,2,7,0,3,7,7,1,7,Sedang (5000-10000),1-2 Tahun,40-49,11-20 km,1,3402.0,3.0,1.0,3.5,0,5.806451612903226,0.25,0.0,14.0,425.25,1.4516129032258065,0.125,0,Risiko Rendah (Cluster 0),-18.782496098560788,0.9250601169396331
1108,26,1.0,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,4,Male,38,2,2,Sales Executive,1,Single,5326,3064,6,Y,No,17,3,3,80,0,6,2,2,4,3,1,2,Sedang (5000-10000),1-2 Tahun,< 30,6-10 km,0,2663.0,2.5,1.0,0.5714285714285714,2,3.8095238095238093,0.2857142857142857,0.2857142857142857,0.5714285714285714,380.42857142857144,0.0,0.2,0,Risiko Rendah (Cluster 0),-26.36778563894852,-0.24472884538584155
1109,28,0.0,Non-Travel,1103,Research & Development,16,3,Medical,1,3,Male,49,3,1,Research Scientist,3,Single,2144,2122,1,Y,No,14,3,3,80,0,5,3,2,5,3,1,4,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,0,2144.0,2.75,0.5,2.5,2,7.619047619047619,0.16666666666666666,0.0,7.5,357.3333333333333,0.0,0.16666666666666666,0,Risiko Rendah (Cluster 0),-26.367744516179872,-0.23865130189598724
1110,32,0.0,Travel_Frequently,1005,Research & Development,2,2,Life Sciences,1,4,Male,79,3,1,Laboratory Technician,4,Single,3068,11864,0,Y,No,13,3,3,80,0,8,2,2,7,7,3,6,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,0,3068.0,3.25,0.25,7.0,2,0.9523809523809523,0.1111111111111111,0.1111111111111111,28.0,340.8888888888889,0.0,0.375,0,Risiko Rendah (Cluster 0),-26.36847301128316,-0.23319339409085724
1111,30,0.0,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,Y,No,25,4,3,80,3,10,2,2,10,7,0,9,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,0,2613.0,2.25,1.0,5.0,2,10.952380952380953,0.09090909090909091,0.0,15.0,237.54545454545453,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367404811537515,-0.23725736999883817
1112,53,0.0,Travel_Rarely,1070,Research & Development,3,4,Medical,1,3,Male,45,3,4,Research Director,3,Married,17584,21016,3,Y,Yes,16,3,4,80,3,21,5,2,5,3,1,3,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,1,4396.0,3.0,2.0,1.25,0,1.4285714285714286,0.18181818181818182,0.7272727272727273,3.75,199.8181818181818,0.4761904761904762,0.16666666666666666,0,Risiko Rendah (Cluster 0),-26.001332128417005,-0.6263929536349184
1113,31,0.0,Travel_Rarely,1463,Research & Development,23,3,Medical,1,2,Male,64,2,2,Healthcare Representative,4,Married,5582,14408,0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8,Sedang (5000-10000),> 5 Tahun,30-39,21-30 km,0,2791.0,2.75,0.25,9.0,3,7.419354838709677,0.18181818181818182,0.09090909090909091,36.0,253.72727272727272,0.0,0.7,0,Risiko Rendah (Cluster 0),-26.368263392187433,-0.21528081649870562
1114,27,0.0,Travel_Frequently,472,Research & Development,1,1,Technical Degree,1,3,Male,60,2,2,Manufacturing Director,1,Married,4298,9679,5,Y,No,19,3,3,80,1,6,1,3,2,2,2,0,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,2149.0,2.5,0.6666666666666666,0.3333333333333333,3,0.3225806451612903,0.2857142857142857,0.5714285714285714,0.3333333333333333,307.0,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.368033538073696,-0.2459140206338751
1115,46,1.0,Travel_Rarely,669,Sales,9,2,Medical,1,3,Male,64,2,3,Sales Executive,4,Single,9619,13596,1,Y,No,16,3,4,80,0,9,3,3,9,8,4,7,Sedang (5000-10000),3-5 Tahun,40-49,6-10 km,0,3206.3333333333335,3.5,0.6,4.5,3,2.903225806451613,0.3,0.0,18.0,320.6333333333333,0.0,0.4,0,Risiko Rendah (Cluster 0),-26.36833048724251,-0.23591030887099498
1116,46,0.0,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,0-5 km,0,4465.25,2.0,4.0,0.42857142857142855,1,1.8181818181818181,0.14814814814814814,0.8518518518518519,1.2857142857142858,165.37962962962962,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367325853409827,-0.27590868615024144
1117,18,1.0,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,1420.0,3.0,1.0,0.0,3,0.9677419354838709,1.0,0.0,0.0,1420.0,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.369088727776454,-0.21492166826685927
1118,26,1.0,Travel_Frequently,887,Research & Development,5,2,Medical,1,3,Female,88,2,1,Research Scientist,3,Married,2366,20898,1,Y,Yes,14,3,1,80,1,8,2,3,8,7,1,7,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,2366.0,2.5,0.5,4.0,0,1.6129032258064515,0.1111111111111111,0.0,12.0,262.8888888888889,0.5376344086021505,0.1111111111111111,0,Risiko Rendah (Cluster 0),-25.89894989369219,-0.005491220489525117
1119,28,0.0,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,3,Male,82,3,1,Research Scientist,4,Married,2044,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,2044.0,3.5,1.0,2.5,4,0.24390243902439027,0.16666666666666666,0.0,10.0,340.6666666666667,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368390440458448,-0.244346811837719
1120,25,1.0,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1,Male,68,2,1,Sales Representative,1,Married,4400,15182,3,Y,No,12,3,1,80,0,6,2,3,3,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,0,4400.0,1.5,0.3333333333333333,0.75,3,2.903225806451613,0.14285714285714285,0.42857142857142855,0.75,628.5714285714286,0.0,0.5,0,Risiko Rendah (Cluster 0),-26.36762638208757,-0.24608571398424997
1121,48,0.0,Travel_Rarely,1221,Sales,7,3,Marketing,1,3,Male,96,3,2,Sales Executive,1,Divorced,5486,24795,4,Y,No,11,3,1,80,3,15,3,3,2,2,2,2,Sedang (5000-10000),1-2 Tahun,40-49,6-10 km,0,2743.0,2.0,0.6666666666666666,0.4,3,2.258064516129032,0.125,0.8125,0.4,171.4375,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.367590434095867,-0.2514379073020688
1122,39,0.0,Travel_Rarely,1253,Research & Development,10,1,Medical,1,3,Male,65,3,3,Research Director,3,Single,13464,7914,7,Y,No,21,4,3,80,0,9,3,3,4,3,2,2,Tinggi (10000-15000),1-2 Tahun,30-39,6-10 km,0,4488.0,3.0,1.0,0.5,3,3.225806451612903,0.3,0.5,1.5,448.8,0.0,0.4,0,Risiko Rendah (Cluster 0),-26.367914352292875,-0.24860579406463199
1123,44,0.0,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,1,Male,62,4,1,Laboratory Technician,4,Married,2818,5044,2,Y,Yes,24,4,3,80,1,10,2,2,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,1,2818.0,2.5,1.0,1.0,0,3.8095238095238093,0.09090909090909091,0.6363636363636364,4.0,256.1818181818182,0.9523809523809523,0.0,0,Risiko Rendah (Cluster 0),-24.052805902365193,-0.7515037803261203
1124,31,0.0,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,1,Female,93,3,4,Research Director,2,Single,16422,8847,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0,Sangat Tinggi (>15000),1-2 Tahun,30-39,6-10 km,0,4105.5,2.5,2.0,0.75,4,1.9512195121951221,0.4,0.6,1.5,410.55,0.0,0.25,0,Risiko Rendah (Cluster 0),-26.36791162599434,-0.25490762120119725
1125,33,0.0,Travel_Frequently,1111,Sales,5,1,Life Sciences,1,2,Male,61,3,2,Sales Executive,4,Married,9998,19293,6,Y,No,13,3,1,80,0,8,2,4,5,4,1,2,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,4999.0,2.75,1.0,0.7142857142857143,4,1.2195121951219514,0.2222222222222222,0.3333333333333333,2.857142857142857,555.4444444444445,0.0,0.16666666666666666,0,Risiko Rendah (Cluster 0),-26.368158539022616,-0.24834874035156076
1126,30,0.0,Non-Travel,641,Sales,25,2,Technical Degree,1,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,21-30 km,1,2368.0,3.25,0.6666666666666666,0.25,0,6.097560975609756,0.4,0.4,0.75,473.6,2.032520325203252,0.6666666666666666,0,Risiko Rendah (Cluster 0),-6.435173748223211,1.655462463407957
1127,37,0.0,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,0,3223.5,2.0,0.4,0.8571428571428571,2,0.47619047619047616,0.2222222222222222,0.2222222222222222,1.7142857142857142,358.1666666666667,0.0,0.5714285714285714,0,Risiko Rendah (Cluster 0),-26.36787738281675,-0.2431886559373047
1128,29,0.0,Travel_Rarely,665,Research & Development,15,3,Life Sciences,1,3,Male,60,3,1,Research Scientist,4,Single,2340,22673,1,Y,No,19,3,1,80,0,6,1,3,6,5,1,5,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,0,2340.0,2.75,0.5,3.0,3,4.838709677419355,0.14285714285714285,0.0,12.0,334.2857142857143,0.0,0.14285714285714285,0,Risiko Rendah (Cluster 0),-26.368021953954752,-0.24029219585121722
1129,32,0.0,Non-Travel,1200,Research & Development,1,4,Technical Degree,1,4,Male,62,3,2,Research Scientist,1,Married,4087,25174,4,Y,No,14,3,2,80,1,9,3,2,6,5,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,2043.5,2.25,1.0,1.2,2,0.47619047619047616,0.2,0.3,1.2,204.35,0.0,0.14285714285714285,0,Risiko Rendah (Cluster 0),-26.36790969997627,-0.24635022410831267
1130,24,1.0,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,1,Female,55,3,1,Laboratory Technician,3,Married,2886,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,1,2886.0,2.75,0.5,3.0,0,2.258064516129032,0.14285714285714285,0.0,9.0,412.2857142857143,0.7526881720430106,0.14285714285714285,0,Risiko Rendah (Cluster 0),-25.19640808410699,0.1035696062996748
1131,51,0.0,Travel_Rarely,632,Sales,21,4,Marketing,1,3,Male,71,3,2,Sales Executive,4,Single,5441,8423,0,Y,Yes,22,4,4,80,0,11,2,1,10,7,1,0,Sedang (5000-10000),1-2 Tahun,50+,21-30 km,1,2720.5,3.0,1.0,10.0,0,19.09090909090909,0.16666666666666666,0.08333333333333333,40.0,226.70833333333334,4.7727272727272725,0.09090909090909091,0,Risiko Rendah (Cluster 0),219.19333799140554,34.96593539698325
1132,45,0.0,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,1,4477.0,2.25,1.0,0.6,0,3.333333333333333,0.125,0.5,1.8,559.625,1.111111111111111,0.0,0,Risiko Rendah (Cluster 0),-22.778710314924904,-1.0425017403202992
1133,35,0.0,Travel_Rarely,185,Research & Development,23,4,Medical,1,2,Male,91,1,1,Laboratory Technician,3,Married,2705,9696,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,0,2705.0,2.75,1.0,5.0,4,5.609756097560976,0.14285714285714285,0.14285714285714285,15.0,386.42857142857144,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36796760851332,-0.24227033784382074
1134,36,0.0,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,4,Male,90,3,3,Healthcare Representative,1,Married,8321,25949,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,1,2773.6666666666665,3.0,0.5,1.5,0,3.225806451612903,0.1875,0.1875,1.5,173.35416666666666,3.225806451612903,0.38461538461538464,0,Risiko Rendah (Cluster 0),50.28120779909584,6.278749109330379
1135,44,1.0,Travel_Rarely,621,Research & Development,15,3,Medical,1,1,Female,73,3,3,Healthcare Representative,4,Married,7978,14075,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,5,Sedang (5000-10000),Baru Dipromosikan,40-49,11-20 km,0,2659.3333333333335,3.0,3.0,5.0,3,4.838709677419355,0.2727272727272727,0.0,20.0,241.75757575757578,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368105019636914,-0.24482262054641826
1136,40,0.0,Travel_Frequently,791,Research & Development,2,2,Medical,1,3,Female,38,4,2,Healthcare Representative,2,Married,4244,9931,1,Y,No,24,4,4,80,1,8,2,3,8,7,3,7,Rendah (< 5000),3-5 Tahun,40-49,0-5 km,0,2122.0,3.0,0.5,4.0,3,0.6451612903225806,0.2222222222222222,0.0,8.0,235.77777777777777,0.0,0.3333333333333333,0,Risiko Rendah (Cluster 0),-26.36820201132594,-0.24046997073394552
1137,34,0.0,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8,Rendah (< 5000),> 5 Tahun,30-39,0-5 km,0,2691.0,3.0,0.1111111111111111,5.0,2,0.47619047619047616,0.09090909090909091,0.0,20.0,244.63636363636363,0.0,0.7272727272727273,0,Risiko Rendah (Cluster 0),-26.368413072612732,-0.22937171629847336
1138,56,0.0,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,1,Female,90,3,1,Research Scientist,1,Married,2066,10494,2,Y,No,22,4,4,80,1,5,3,4,3,2,1,0,Rendah (< 5000),1-2 Tahun,50+,0-5 km,0,2066.0,2.5,0.5,1.0,4,0.24390243902439027,0.16666666666666666,0.3333333333333333,1.0,344.3333333333333,0.0,0.25,0,Risiko Rendah (Cluster 0),-26.36806219244142,-0.24725658183916366
1139,40,0.0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,1,2166.0,1.25,1.0,1.0,0,6.363636363636363,0.09090909090909091,0.5454545454545454,1.0,196.9090909090909,6.363636363636363,0.0,1,Risiko Tinggi (Cluster 1),545.712374974538,-15.102152445734971
1140,33,0.0,Travel_Rarely,924,Research & Development,2,3,Medical,1,3,Male,78,3,1,Laboratory Technician,4,Single,2496,6670,4,Y,No,11,3,4,80,0,7,3,3,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,2496.0,3.5,1.0,0.2,3,0.6451612903225806,0.125,0.75,0.8,312.0,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368217430663893,-0.24812156300516228
1141,55,0.0,Non-Travel,177,Research & Development,8,1,Medical,1,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,0,Tinggi (10000-15000),> 5 Tahun,50+,6-10 km,1,3394.25,3.25,0.25,16.5,0,2.5806451612903225,0.11428571428571428,0.02857142857142857,33.0,96.97857142857143,1.2903225806451613,0.4411764705882353,0,Risiko Rendah (Cluster 0),-20.85907178975916,5.091469701669724
