EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,OverTime_Numeric,Cluster,Cluster_Label,PCA1,PCA2
1234,35,0.0,Travel_Rarely,607,Research & Development,9,3,Life Sciences,1,4,Female,66,2,3,Manufacturing Director,3,Married,10685,23457,1,Y,Yes,20,4,2,80,1,17,2,3,17,14,5,15,Tinggi (10000-15000),3-5 Tahun,30-39,6-10 km,1,2,Risiko Rendah,1.802130463375064,0.13854113829322157
1235,39,0.0,Non-Travel,439,Research & Development,9,3,Life Sciences,1,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,0,0,Risiko Tinggi,-0.2559859072937615,-0.664093247784902
1236,38,0.0,Travel_Rarely,688,Research & Development,23,4,Life Sciences,1,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,Y,No,14,3,2,80,1,10,2,3,2,2,1,2,Sedang (5000-10000),1-2 Tahun,30-39,21-30 km,0,1,Risiko Sedang,-0.7561917790225265,-0.0540162245939223
1237,55,,Travel_Rarely,685,Sales,26,5,Marketing,1,3,Male,60,2,5,Manager,4,Married,19586,23037,1,Y,No,21,4,3,80,1,36,3,3,36,6,2,13,Sangat Tinggi (>15000),1-2 Tahun,50+,21-30 km,0,2,Risiko Rendah,5.318986337680469,-0.4300924319933817
1238,54,0.0,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0,Tinggi (10000-15000),> 5 Tahun,50+,0-5 km,0,1,Risiko Sedang,0.7215182687201808,0.4397834984107286
1239,37,0.0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,1,0,Risiko Tinggi,-1.0731194739261936,-0.6705636739317491
1240,20,0.0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,0,Risiko Tinggi,-1.0638221262798644,-0.5611559506438089
1241,40,0.0,Travel_Frequently,720,Research & Development,16,4,Medical,1,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,11-20 km,0,1,Risiko Sedang,-0.9586802251102905,0.13371694483149024
1242,51,0.0,Travel_Frequently,237,Sales,9,3,Life Sciences,1,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Y,Yes,24,4,1,80,1,31,5,2,29,10,11,10,Sangat Tinggi (>15000),> 5 Tahun,50+,6-10 km,1,2,Risiko Rendah,4.384915392972579,-0.8152475252777047
1243,34,1.0,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Y,Yes,24,4,4,80,0,9,3,3,9,7,0,6,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,1,1,Risiko Sedang,0.22791605402195803,0.23143844867551228
1244,34,0.0,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,4,Female,86,2,1,Laboratory Technician,2,Married,3294,3708,5,Y,No,17,3,1,80,1,7,2,2,5,4,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,0,Risiko Tinggi,-0.6285088995080824,-0.5419266847720154
1245,42,0.0,Travel_Rarely,319,Research & Development,24,3,Medical,1,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8,Sedang (5000-10000),3-5 Tahun,40-49,21-30 km,1,0,Risiko Tinggi,0.4873185146321761,-1.0752074243321088
1246,35,,Non-Travel,1180,Research & Development,2,2,Medical,1,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,24442,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,1,Risiko Sedang,-0.0772389313229242,0.36054715184412517
1247,29,,Travel_Rarely,428,Sales,9,3,Marketing,1,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,0,1,Risiko Sedang,-1.0708756323189066,0.2549896856982813
1248,29,,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,1,Risiko Sedang,-1.2734968995482694,0.3952353800761428
1249,30,0.0,Non-Travel,990,Research & Development,7,3,Technical Degree,1,3,Male,64,3,1,Research Scientist,3,Divorced,1274,7152,1,Y,No,13,3,2,80,2,1,2,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,0,Risiko Tinggi,-1.3873672142550013,-0.6734369732513474
1250,43,,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,3,Male,38,2,1,Research Scientist,3,Married,2437,15587,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,11-20 km,1,1,Risiko Sedang,-1.2429224422769503,0.0583389392801536
1251,50,0.0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,3,Female,53,3,5,Manager,2,Single,19926,17053,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4,Sangat Tinggi (>15000),3-5 Tahun,50+,11-20 km,0,2,Risiko Rendah,1.1704016429748108,0.49046288681795136
1252,29,,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,< 30,0-5 km,1,1,Risiko Sedang,-0.5383218988183058,1.426051136378399
1253,31,0.0,Travel_Rarely,1082,Research & Development,1,4,Medical,1,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,0,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,1,Risiko Sedang,-1.23319334184724,0.45678345768968903
1254,38,,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1,Male,100,3,1,Human Resources,2,Divorced,2592,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,0,1,Risiko Sedang,0.127953056168287,0.2660371949273544
1255,41,0.0,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,4,Female,75,3,2,Research Scientist,4,Divorced,5467,13953,3,Y,Yes,14,3,1,80,2,12,4,2,6,2,3,3,Sedang (5000-10000),3-5 Tahun,40-49,21-30 km,1,0,Risiko Tinggi,-0.26598826855297847,-1.0497956897717902
1256,36,,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,1,1,Risiko Sedang,-0.7342155936814728,0.1865619532217558
1257,41,0.0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,Y,No,13,3,2,80,1,21,2,2,7,6,7,7,Sangat Tinggi (>15000),> 5 Tahun,40-49,6-10 km,0,2,Risiko Rendah,1.1282760305083661,-0.5022033419972876
1258,52,0.0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,4,Male,70,3,4,Manager,4,Married,17099,13829,2,Y,No,15,3,2,80,1,26,2,2,9,8,7,8,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,0,2,Risiko Rendah,1.3849350371098117,-0.3757603868264057
1259,40,0.0,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,3,Male,98,3,2,Research Scientist,4,Single,4661,22455,1,Y,No,13,3,3,80,0,9,4,3,9,8,8,8,Rendah (< 5000),> 5 Tahun,40-49,0-5 km,0,1,Risiko Sedang,0.0753011227759417,0.30539690167919603
1260,49,0.0,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,3,Female,35,3,5,Research Director,1,Single,18665,25594,9,Y,Yes,11,3,4,80,0,22,4,3,3,2,1,2,Sangat Tinggi (>15000),1-2 Tahun,40-49,6-10 km,1,1,Risiko Sedang,0.767125013693775,0.5407564159325224
1261,27,0.0,Travel_Rarely,205,Sales,10,3,Marketing,1,4,Female,98,2,2,Sales Executive,4,Married,5769,7100,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4,Sedang (5000-10000),3-5 Tahun,< 30,6-10 km,1,1,Risiko Sedang,-0.2121695432341415,0.1876103802467432
1262,38,0.0,Travel_Rarely,371,Research & Development,2,3,Life Sciences,1,4,Male,45,3,1,Research Scientist,4,Single,3944,4306,5,Y,Yes,11,3,3,80,0,6,3,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,1,1,Risiko Sedang,-0.8122726498011827,0.39272580141342806
1263,51,0.0,Travel_Frequently,541,Sales,2,3,Marketing,1,2,Male,52,3,3,Sales Executive,2,Married,10596,15395,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2,Tinggi (10000-15000),3-5 Tahun,50+,0-5 km,0,1,Risiko Sedang,0.03797392639174024,0.5397209664204485
1264,40,0.0,Travel_Rarely,896,Research & Development,2,3,Medical,1,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,0,1,Risiko Sedang,-0.9607482116273638,1.3255653121249136
1265,29,0.0,Travel_Rarely,1401,Research & Development,6,1,Medical,1,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,1,Risiko Sedang,0.04654442264919839,0.16381191286482236
1266,40,0.0,Travel_Rarely,658,Sales,10,4,Marketing,1,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,0,0,Risiko Tinggi,-0.4840188556612331,-0.5635250784120629
1267,51,,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1,Female,53,3,3,Manager,3,Married,13116,22984,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2,Tinggi (10000-15000),1-2 Tahun,50+,0-5 km,0,1,Risiko Sedang,0.03531317023759706,0.5814023393105607
1268,34,,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,Y,No,14,3,2,80,1,8,3,2,8,2,7,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,0,0,Risiko Tinggi,-0.03628310573357635,-0.7891750951219298
1269,30,0.0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,1,Risiko Sedang,-0.312347191177155,0.40069489733563424
1270,49,,Travel_Frequently,1023,Sales,2,3,Medical,1,4,Male,63,2,2,Sales Executive,2,Married,5390,13243,2,Y,No,14,3,4,80,0,17,3,2,9,6,0,8,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,0,0,Risiko Tinggi,0.13619151876205993,-0.5924466155189658
1271,29,0.0,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,0,1,Risiko Sedang,-0.7586685728851562,0.9418744159818164
1272,35,0.0,Travel_Rarely,662,Sales,1,5,Marketing,1,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,Y,No,13,3,1,80,2,10,3,3,10,8,0,6,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,1,Risiko Sedang,0.4958744065279338,0.3980528200418548
1273,45,0.0,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,4,Female,90,3,4,Manager,4,Married,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1,Sangat Tinggi (>15000),1-2 Tahun,40-49,11-20 km,0,2,Risiko Rendah,1.484645985717207,1.2907347127032112
1274,50,,Travel_Frequently,333,Research & Development,22,5,Medical,1,3,Male,88,1,4,Research Director,4,Single,14411,24450,1,Y,Yes,13,3,4,80,0,32,2,3,32,6,13,9,Tinggi (10000-15000),> 5 Tahun,50+,21-30 km,1,2,Risiko Rendah,4.225174910810849,-0.36817640770290333
1275,43,0.0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1,Tinggi (10000-15000),Baru Dipromosikan,40-49,21-30 km,0,1,Risiko Sedang,0.6026847860648185,-0.0997268083287926
1276,32,,Travel_Rarely,267,Research & Development,29,4,Life Sciences,1,3,Female,49,2,1,Laboratory Technician,2,Single,2837,15919,1,Y,No,13,3,3,80,0,6,3,3,6,2,4,1,Rendah (< 5000),3-5 Tahun,30-39,21-30 km,0,0,Risiko Tinggi,-0.5233764027437984,-0.28589708304656375
1277,47,0.0,Travel_Rarely,359,Research & Development,2,4,Medical,1,1,Female,82,3,4,Research Director,3,Married,17169,26703,3,Y,No,19,3,2,80,2,26,2,4,20,17,5,6,Sangat Tinggi (>15000),3-5 Tahun,40-49,0-5 km,0,2,Risiko Rendah,2.9222485120460404,1.3267338712994168
1278,51,0.0,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1,4,Female,82,2,4,Manufacturing Director,2,Single,13142,24439,3,Y,No,16,3,2,80,0,29,1,2,5,2,0,3,Tinggi (10000-15000),Baru Dipromosikan,50+,11-20 km,0,0,Risiko Tinggi,0.4241063863368161,-0.5879849589426189
1279,46,0.0,Travel_Rarely,566,Research & Development,7,2,Medical,1,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7,Tinggi (10000-15000),Baru Dipromosikan,40-49,6-10 km,0,1,Risiko Sedang,0.603043840949879,0.3410318004084555
1280,44,1.0,Travel_Rarely,1376,Human Resources,1,2,Medical,1,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6,Tinggi (10000-15000),3-5 Tahun,40-49,0-5 km,0,2,Risiko Rendah,2.1900371659063445,0.30851676693839375
1281,29,0.0,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7,Sangat Tinggi (>15000),1-2 Tahun,< 30,0-5 km,0,2,Risiko Rendah,1.010359238000405,-0.3609536595915544
1282,46,0.0,Travel_Rarely,526,Sales,1,2,Marketing,1,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7,Tinggi (10000-15000),> 5 Tahun,40-49,0-5 km,0,2,Risiko Rendah,2.7275275216512367,0.2404448192708955
1283,48,,Travel_Frequently,365,Research & Development,4,5,Medical,1,3,Male,89,2,4,Manager,4,Married,15202,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,0,1,Risiko Sedang,0.2565305423258798,0.5808954706072089
1284,40,,Non-Travel,1142,Research & Development,8,2,Life Sciences,1,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Y,Yes,18,3,3,80,0,8,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,1,1,Risiko Sedang,-0.9344499117118207,0.2695696338162702
1285,29,1.0,Travel_Rarely,341,Sales,1,3,Medical,1,2,Female,48,2,1,Sales Representative,3,Divorced,2800,23522,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,1,1,Risiko Sedang,-0.9327396982864167,0.4115388351457457
1286,40,0.0,Travel_Rarely,759,Sales,2,2,Marketing,1,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,0,1,Risiko Sedang,-0.34891876031997615,0.427989952104505
1287,30,1.0,Travel_Frequently,334,Sales,26,4,Marketing,1,3,Female,52,2,2,Sales Executive,1,Single,6696,22967,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1,Sedang (5000-10000),Baru Dipromosikan,30-39,21-30 km,0,0,Risiko Tinggi,-0.12934339807454093,-1.0689841576106818
1288,42,0.0,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,1,1,Risiko Sedang,-0.45053043878951127,0.4407521647887047
1289,41,0.0,Non-Travel,509,Research & Development,2,4,Other,1,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,1,1,Risiko Sedang,0.1719249326417751,0.38135657111985044
1290,42,,Non-Travel,335,Research & Development,23,2,Life Sciences,1,4,Male,37,2,2,Research Scientist,3,Single,4332,14811,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7,Rendah (< 5000),3-5 Tahun,40-49,21-30 km,0,2,Risiko Rendah,1.5271682844093126,-0.3679622044140822
1291,42,0.0,Non-Travel,495,Research & Development,2,1,Life Sciences,1,3,Male,37,3,4,Manager,3,Married,17861,26582,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,1,2,Risiko Rendah,2.954816825287541,-0.5530430162800524
1292,25,0.0,Travel_Rarely,622,Sales,13,1,Medical,1,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,0,1,Risiko Sedang,-0.4682399726098618,0.045424562251802886
1293,32,,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,0,0,Risiko Tinggi,-0.6160615381593748,-0.770220081384676
1294,43,,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1,Male,92,3,2,Sales Executive,4,Married,5675,19246,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7,Sedang (5000-10000),> 5 Tahun,40-49,0-5 km,0,1,Risiko Sedang,-0.08654389751556246,0.35885645507393404
1295,26,,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,2,Female,90,2,1,Research Scientist,3,Married,2933,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,0,Risiko Tinggi,-1.2095326713636894,-0.49873470969780836
1296,38,,Travel_Rarely,903,Research & Development,2,3,Medical,1,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,Y,No,11,3,1,80,2,7,2,3,5,2,1,4,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,1,Risiko Sedang,-0.44089888590237736,0.4112773173646847
1297,31,1.0,Travel_Rarely,1365,Sales,13,4,Medical,1,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,0,0,Risiko Tinggi,-0.8180726714146056,-1.7041608560846015
1298,27,,Travel_Rarely,155,Research & Development,4,3,Life Sciences,1,2,Male,87,4,2,Manufacturing Director,2,Married,6142,5174,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3,Sedang (5000-10000),Baru Dipromosikan,< 30,0-5 km,1,1,Risiko Sedang,-0.1682343767879591,0.37192339901887816
1299,41,0.0,Travel_Rarely,483,Research & Development,6,3,Medical,1,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2,Sedang (5000-10000),1-2 Tahun,40-49,6-10 km,1,1,Risiko Sedang,-0.3152801004989628,0.3391753569076855
1300,36,0.0,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,3,Female,53,3,2,Manufacturing Director,2,Single,5410,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,1,2,Risiko Rendah,1.105088411830296,0.23641474604778628
1301,38,0.0,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,0,0,Risiko Tinggi,-0.44234673848901074,-0.710746426092417
1302,35,0.0,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,4,Female,40,4,1,Research Scientist,3,Single,2506,13301,3,Y,No,13,3,3,80,0,7,0,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,1,Risiko Sedang,-1.0993320695850797,0.4227025415796309
1303,45,0.0,Non-Travel,1050,Sales,9,4,Life Sciences,1,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12,Sedang (5000-10000),3-5 Tahun,40-49,6-10 km,0,2,Risiko Rendah,0.9872265514485111,0.07334098503523534
1304,47,0.0,Travel_Frequently,217,Sales,3,3,Medical,1,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13,Tinggi (10000-15000),> 5 Tahun,40-49,0-5 km,1,2,Risiko Rendah,2.7874991019651665,-0.6900425596339463
1305,56,0.0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2,Sangat Tinggi (>15000),3-5 Tahun,50+,0-5 km,0,2,Risiko Rendah,1.1745062274506144,0.6743004025916797
1306,32,,Travel_Rarely,234,Sales,1,4,Medical,1,2,Male,68,2,1,Sales Representative,2,Married,2269,18024,0,Y,No,14,3,2,80,1,3,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,1,Risiko Sedang,-1.1228585822419992,0.43539783744982075
1307,59,0.0,Non-Travel,1420,Human Resources,2,4,Human Resources,1,3,Female,32,2,5,Manager,4,Married,18844,21922,9,Y,No,21,4,4,80,1,30,3,3,3,2,2,2,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,0,1,Risiko Sedang,0.7813365027311173,0.6822819149289194
1308,28,1.0,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7,Rendah (< 5000),3-5 Tahun,< 30,0-5 km,1,1,Risiko Sedang,-0.4527871109370528,0.34998239515394547
1309,50,1.0,Travel_Frequently,959,Sales,1,4,Other,1,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,50+,0-5 km,1,1,Risiko Sedang,-1.1319770995236298,0.4996375167949537
1310,30,0.0,Travel_Rarely,946,Research & Development,2,3,Medical,1,3,Female,52,2,2,Manufacturing Director,4,Single,6877,20234,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,1,0,Risiko Tinggi,-0.9247434493492706,-0.4462574185253059
1311,30,0.0,Travel_Rarely,125,Research & Development,9,2,Medical,1,4,Male,83,2,1,Laboratory Technician,3,Single,2206,16117,1,Y,No,13,3,1,80,0,10,5,3,10,0,1,8,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,0,1,Risiko Sedang,-0.05076542218604008,0.09190588837182934
1312,30,,Travel_Rarely,945,Sales,9,3,Medical,1,2,Male,89,3,1,Sales Representative,4,Single,1081,16019,1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,0,Risiko Tinggi,-1.409963585530881,-0.7419760615389985
1313,21,0.0,Non-Travel,895,Sales,9,2,Medical,1,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,0,0,Risiko Tinggi,-0.9761354729649044,-0.7460167426740121
1314,35,1.0,Travel_Rarely,622,Research & Development,14,4,Other,1,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,1,0,Risiko Tinggi,-0.7372198587503245,-1.7716049913419365
1315,40,0.0,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,1,1,Risiko Sedang,-0.45552716567288115,0.11892947047959343
1316,31,,Travel_Rarely,196,Sales,29,4,Marketing,1,1,Female,91,2,2,Sales Executive,4,Married,5468,13402,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7,Sedang (5000-10000),3-5 Tahun,30-39,21-30 km,0,0,Risiko Tinggi,0.5652636286804881,-0.37063262798008095
1317,56,0.0,Travel_Rarely,832,Research & Development,9,3,Medical,1,3,Male,81,3,4,Healthcare Representative,4,Married,11103,20420,7,Y,No,11,3,3,80,0,30,1,2,10,7,1,1,Tinggi (10000-15000),1-2 Tahun,50+,6-10 km,0,0,Risiko Tinggi,0.8782577634777736,-0.6991094266056925
1318,44,,Travel_Frequently,429,Research & Development,1,2,Medical,1,3,Male,99,3,1,Research Scientist,2,Divorced,2342,11092,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,1,0,Risiko Tinggi,-0.7303287594551126,-0.5604271827630722
