EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,Cluster,Cluster_Label,tsne_1,tsne_2
1304,47,0.0,Travel_Frequently,217,Sales,3,3,Medical,1,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13,Tinggi (10000-15000),> 5 Tahun,40-49,0-5 km,-1,,,
1305,56,0.0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2,Sangat Tinggi (>15000),3-5 Tahun,50+,0-5 km,0,Risiko Sedang,47.93205642700195,-14.64675521850586
1306,32,,Travel_Rarely,234,Sales,1,4,Medical,1,2,Male,68,2,1,Sales Representative,2,Married,2269,18024,0,Y,No,14,3,2,80,1,3,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,1,,-32.14414978027344,-7.029791831970215
1307,59,0.0,Non-Travel,1420,Human Resources,2,4,Human Resources,1,3,Female,32,2,5,Manager,4,Married,18844,21922,9,Y,No,21,4,4,80,1,30,3,3,3,2,2,2,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,-1,,,
1308,28,1.0,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7,Rendah (< 5000),3-5 Tahun,< 30,0-5 km,3,,-17.936405181884766,33.417877197265625
1309,50,1.0,Travel_Frequently,959,Sales,1,4,Other,1,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,50+,0-5 km,8,,-4.699615955352783,19.257469177246094
1310,30,0.0,Travel_Rarely,946,Research & Development,2,3,Medical,1,3,Female,52,2,2,Manufacturing Director,4,Single,6877,20234,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,8,,-4.677242279052734,31.91486358642578
1311,30,0.0,Travel_Rarely,125,Research & Development,9,2,Medical,1,4,Male,83,2,1,Laboratory Technician,3,Single,2206,16117,1,Y,No,13,3,1,80,0,10,5,3,10,0,1,8,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,5,,-31.84218406677246,-21.403764724731445
1312,30,,Travel_Rarely,945,Sales,9,3,Medical,1,2,Male,89,3,1,Sales Representative,4,Single,1081,16019,1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,1,,-31.501955032348633,-3.6049580574035645
1313,21,0.0,Non-Travel,895,Sales,9,2,Medical,1,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,1,,-37.70466232299805,-4.363569259643555
1314,35,1.0,Travel_Rarely,622,Research & Development,14,4,Other,1,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,3,,-28.15220069885254,33.21515655517578
1315,40,0.0,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,3,,-22.544931411743164,25.42357635498047
1316,31,,Travel_Rarely,196,Sales,29,4,Marketing,1,1,Female,91,2,2,Sales Executive,4,Married,5468,13402,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7,Sedang (5000-10000),3-5 Tahun,30-39,21-30 km,2,,30.36362648010254,5.427159309387207
1317,56,0.0,Travel_Rarely,832,Research & Development,9,3,Medical,1,3,Male,81,3,4,Healthcare Representative,4,Married,11103,20420,7,Y,No,11,3,3,80,0,30,1,2,10,7,1,1,Tinggi (10000-15000),1-2 Tahun,50+,6-10 km,0,Risiko Sedang,39.30249786376953,-17.750293731689453
1318,44,,Travel_Frequently,429,Research & Development,1,2,Medical,1,3,Male,99,3,1,Research Scientist,2,Divorced,2342,11092,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,3,,-22.60341453552246,32.02933120727539
1319,46,0.0,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,11-20 km,-1,,,
1320,40,0.0,Travel_Rarely,905,Research & Development,19,2,Medical,1,3,Male,99,3,2,Laboratory Technician,4,Married,2741,16523,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7,Rendah (< 5000),3-5 Tahun,40-49,11-20 km,7,Risiko Rendah,13.881519317626953,18.87917709350586
1321,46,0.0,Travel_Rarely,945,Human Resources,5,2,Medical,1,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,8,,-6.98764705657959,23.695579528808594
1322,35,0.0,Travel_Rarely,776,Sales,1,4,Marketing,1,3,Male,32,2,2,Sales Executive,1,Single,4312,23016,0,Y,No,14,3,2,80,0,16,2,3,15,13,2,8,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,7,Risiko Rendah,31.705373764038086,26.039899826049805
1323,40,0.0,Travel_Frequently,593,Research & Development,9,4,Medical,1,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13,Tinggi (10000-15000),1-2 Tahun,40-49,6-10 km,2,,59.1172981262207,25.06341552734375
1324,36,0.0,Non-Travel,427,Research & Development,8,3,Life Sciences,1,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5,Tinggi (10000-15000),Baru Dipromosikan,30-39,6-10 km,0,Risiko Sedang,17.56694984436035,-27.79212188720703
1325,43,0.0,Travel_Rarely,930,Research & Development,6,3,Medical,1,1,Female,73,2,2,Research Scientist,3,Single,4081,20003,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,-1,,,
1326,31,0.0,Travel_Frequently,444,Sales,5,3,Marketing,1,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,1,,-44.205177307128906,-0.47272419929504395
1327,36,0.0,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,3,Male,36,3,1,Human Resources,2,Married,2143,25527,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,5,,-27.74393653869629,-22.065885543823242
1328,36,0.0,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,2,,50.9207878112793,0.9905403256416321
1329,45,0.0,Travel_Rarely,954,Sales,2,2,Technical Degree,1,2,Male,46,1,2,Sales Representative,3,Single,6632,12388,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1,Sedang (5000-10000),3-5 Tahun,40-49,0-5 km,7,Risiko Rendah,19.80135154724121,5.404257297515869
1330,27,0.0,Non-Travel,1450,Research & Development,3,3,Medical,1,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,1,,-41.126060485839844,22.518918991088867
1331,51,0.0,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,Y,No,13,3,3,80,0,23,5,3,20,18,15,15,Sangat Tinggi (>15000),> 5 Tahun,50+,6-10 km,-1,,,
1332,53,0.0,Travel_Frequently,124,Sales,2,3,Marketing,1,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,Sedang (5000-10000),> 5 Tahun,50+,0-5 km,2,,58.86503219604492,22.047964096069336
1333,31,1.0,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,0,Risiko Sedang,20.97503662109375,-27.18311882019043
1334,35,0.0,Travel_Rarely,1343,Research & Development,27,1,Medical,1,3,Female,53,2,1,Research Scientist,1,Single,2559,17852,1,Y,No,11,3,4,80,0,6,3,2,6,5,1,1,Rendah (< 5000),1-2 Tahun,30-39,21-30 km,5,,-39.0392951965332,-27.92300796508789
1335,27,0.0,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,2,Male,91,3,1,Laboratory Technician,1,Married,2099,7679,0,Y,No,14,3,2,80,0,6,3,4,5,0,1,4,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,5,,-27.257600784301758,-13.60213565826416
1336,27,0.0,Travel_Rarely,1469,Research & Development,1,2,Medical,1,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,5,,-35.28227615356445,-11.406890869140625
1337,34,0.0,Travel_Rarely,470,Research & Development,2,4,Life Sciences,1,4,Male,84,2,2,Manufacturing Director,1,Married,5957,23687,6,Y,No,13,3,2,80,1,13,3,3,11,9,5,9,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,2,,37.0859260559082,27.494976043701172
1338,38,,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,1,Male,72,2,2,Manufacturing Director,3,Married,5321,14284,2,Y,No,11,3,4,80,1,10,1,3,8,3,7,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,2,,42.93052673339844,19.802200317382812
1339,24,0.0,Travel_Rarely,1353,Sales,3,2,Other,1,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,0,Y,No,21,4,1,80,1,4,2,2,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,4,Risiko Tinggi,-14.016674995422363,-5.434855937957764
1340,44,,Travel_Rarely,136,Research & Development,28,3,Life Sciences,1,4,Male,32,3,4,Research Director,1,Married,16328,22074,3,Y,No,13,3,3,80,1,24,1,4,20,6,14,17,Sangat Tinggi (>15000),> 5 Tahun,40-49,21-30 km,-1,,,
1341,43,,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11,Sangat Tinggi (>15000),> 5 Tahun,40-49,11-20 km,0,Risiko Sedang,57.58430862426758,-5.300851345062256
1342,38,0.0,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,4,Male,57,4,1,Research Scientist,3,Divorced,2610,15748,1,Y,No,11,3,4,80,3,4,2,3,4,2,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,5,,-45.633018493652344,-21.135501861572266
1343,33,,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1,Female,74,3,3,Sales Executive,1,Single,8564,10092,2,Y,Yes,20,4,3,80,0,11,2,2,0,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,0,Risiko Sedang,20.194446563720703,-1.9416090250015259
1344,41,0.0,Non-Travel,256,Sales,10,2,Medical,1,3,Male,40,1,2,Sales Executive,2,Single,6151,22074,1,Y,No,13,3,1,80,0,19,4,3,19,2,11,9,Sedang (5000-10000),> 5 Tahun,40-49,6-10 km,2,,59.892234802246094,11.465140342712402
1345,46,0.0,Travel_Rarely,488,Sales,2,3,Technical Degree,1,3,Female,75,1,4,Manager,2,Married,16872,14977,3,Y,Yes,12,3,2,80,1,28,2,2,7,7,7,7,Sangat Tinggi (>15000),> 5 Tahun,40-49,0-5 km,2,,51.62480545043945,-0.9925253987312317
1346,42,,Travel_Rarely,1210,Research & Development,2,3,Medical,1,3,Male,68,2,1,Laboratory Technician,2,Married,4841,24052,4,Y,No,14,3,2,80,1,4,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,1,,-39.64071273803711,4.764829635620117
1347,30,0.0,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4,Sedang (5000-10000),3-5 Tahun,30-39,11-20 km,7,Risiko Rendah,24.51460838317871,6.609594345092773
1348,46,0.0,Travel_Rarely,430,Research & Development,1,4,Medical,1,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,0,Risiko Sedang,45.82045364379883,-21.167518615722656
1349,36,,Travel_Rarely,430,Research & Development,2,4,Other,1,4,Female,73,3,2,Research Scientist,2,Married,6962,19573,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,8,,-4.69680118560791,21.316762924194336
1350,27,0.0,Travel_Rarely,975,Research & Development,7,3,Medical,1,4,Female,55,2,2,Healthcare Representative,1,Single,6811,23398,8,Y,No,19,3,1,80,0,9,2,1,7,6,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,6-10 km,6,,-6.109220504760742,-16.841346740722656
1351,32,0.0,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,8,,-2.8759186267852783,19.20557975769043
1352,21,,Travel_Rarely,546,Research & Development,5,1,Medical,1,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,Y,No,18,3,3,80,0,3,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,,-46.119876861572266,-4.29155158996582
1353,41,0.0,Travel_Rarely,896,Sales,6,3,Life Sciences,1,4,Female,75,3,3,Manager,4,Single,13591,14674,3,Y,Yes,18,3,3,80,0,16,3,3,1,0,0,0,Tinggi (10000-15000),Baru Dipromosikan,40-49,6-10 km,0,Risiko Sedang,23.23328971862793,-16.048002243041992
1354,21,1.0,Travel_Frequently,756,Sales,1,1,Technical Degree,1,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Y,Yes,11,3,3,80,0,3,3,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,3,,-23.298616409301758,40.634220123291016
1355,34,0.0,Travel_Frequently,560,Research & Development,1,4,Other,1,4,Male,91,3,1,Research Scientist,1,Divorced,2996,20284,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,5,,-28.195301055908203,-27.176233291625977
1356,36,0.0,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,5,,-44.48867416381836,-21.883541107177734
1357,34,0.0,Travel_Frequently,303,Sales,2,4,Marketing,1,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,5,,-27.718276977539062,-29.821622848510742
1358,38,,Travel_Rarely,833,Research & Development,18,3,Medical,1,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,8,,6.0228118896484375,23.247888565063477
1359,26,1.0,Travel_Rarely,1357,Research & Development,25,3,Life Sciences,1,1,Male,48,1,1,Laboratory Technician,3,Single,2293,10558,1,Y,No,12,3,3,80,0,1,2,2,1,0,0,1,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,1,,-31.271602630615234,7.575488090515137
1360,38,,Travel_Frequently,148,Research & Development,2,3,Medical,1,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,1,,-35.055992126464844,-7.1126861572265625
1361,48,0.0,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,5,,-26.158166885375977,-26.099489212036133
1362,53,0.0,Travel_Rarely,1084,Research & Development,13,2,Medical,1,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Rendah (< 5000),1-2 Tahun,50+,11-20 km,4,Risiko Tinggi,-6.634771823883057,1.9374390840530396
1363,39,0.0,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1,Male,44,2,2,Sales Executive,4,Married,6120,3567,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4,Sedang (5000-10000),1-2 Tahun,30-39,21-30 km,8,,7.2377238273620605,23.567977905273438
1364,32,,Travel_Rarely,414,Sales,2,4,Marketing,1,3,Male,82,2,2,Sales Executive,2,Single,9907,26186,7,Y,Yes,12,3,3,80,0,7,3,2,2,2,2,2,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,8,,-12.923771858215332,34.303550720214844
1365,34,,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,4,Male,93,3,2,Laboratory Technician,1,Married,5346,6208,4,Y,No,17,3,3,80,1,11,3,2,7,1,0,7,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,6,,-10.009042739868164,-16.951416015625
1366,38,,Travel_Frequently,1394,Research & Development,8,3,Medical,1,4,Female,58,2,2,Research Scientist,2,Divorced,2133,18115,1,Y,Yes,16,3,3,80,1,20,3,3,20,11,0,7,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,8,,-2.0580241680145264,15.139934539794922
1367,34,,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1,2,Male,45,3,2,Research Scientist,4,Married,5484,13008,9,Y,No,17,3,2,80,1,9,3,2,2,2,2,1,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,6,,-12.42114543914795,-39.47382736206055
1368,31,0.0,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1,Male,31,3,3,Sales Executive,4,Divorced,10793,8386,1,Y,No,18,3,1,80,1,13,5,3,13,7,9,9,Tinggi (10000-15000),> 5 Tahun,30-39,6-10 km,2,,52.82584762573242,13.794028282165527
1369,27,0.0,Travel_Frequently,793,Sales,2,1,Life Sciences,1,4,Male,43,1,2,Sales Executive,4,Single,5071,20392,3,Y,No,20,4,2,80,0,8,3,3,6,2,0,0,Sedang (5000-10000),Baru Dipromosikan,< 30,0-5 km,4,Risiko Tinggi,0.4915597140789032,0.22788883745670319
1370,45,0.0,Travel_Rarely,930,Sales,9,3,Marketing,1,4,Male,74,3,3,Sales Executive,1,Divorced,10761,19239,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2,Tinggi (10000-15000),Baru Dipromosikan,40-49,6-10 km,0,Risiko Sedang,26.396602630615234,-15.429681777954102
1371,32,0.0,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,1,2,Male,100,4,1,Laboratory Technician,2,Married,2794,26062,1,Y,No,20,4,3,80,0,5,3,1,5,1,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,1,,-24.874469757080078,-4.170279026031494
1372,56,0.0,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,1,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2,Sedang (5000-10000),Baru Dipromosikan,50+,6-10 km,-1,,,
1373,51,0.0,Travel_Rarely,1169,Research & Development,7,4,Medical,1,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,Y,No,17,3,3,80,0,10,2,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,50+,6-10 km,6,,2.375253438949585,-19.113088607788086
1374,50,0.0,Travel_Rarely,691,Research & Development,2,3,Medical,1,3,Male,64,3,4,Research Director,3,Married,17639,6881,5,Y,No,16,3,4,80,0,30,3,3,4,3,0,3,Sangat Tinggi (>15000),Baru Dipromosikan,50+,0-5 km,0,Risiko Sedang,34.963539123535156,-24.152647018432617
1375,28,0.0,Travel_Rarely,950,Research & Development,3,3,Medical,1,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7,Sedang (5000-10000),1-2 Tahun,< 30,0-5 km,4,Risiko Tinggi,2.7700910568237305,-8.30031967163086
1376,33,1.0,Travel_Frequently,827,Research & Development,29,4,Medical,1,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8,Rendah (< 5000),3-5 Tahun,30-39,21-30 km,2,,30.18971824645996,4.839828014373779
1377,29,1.0,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,4,Female,92,2,1,Research Scientist,1,Single,2404,11479,6,Y,Yes,20,4,3,80,0,3,5,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,3,,-17.787155151367188,25.85702133178711
1378,41,0.0,Travel_Rarely,549,Research & Development,7,2,Medical,1,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1,Sedang (5000-10000),1-2 Tahun,40-49,6-10 km,6,,-6.864589691162109,-29.406469345092773
1379,52,1.0,Travel_Rarely,723,Research & Development,8,4,Medical,1,3,Male,85,2,2,Research Scientist,2,Married,4941,17747,2,Y,No,15,3,1,80,0,11,3,2,8,2,7,7,Rendah (< 5000),> 5 Tahun,50+,6-10 km,2,,44.847225189208984,24.489381790161133
1380,22,1.0,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,1,,-43.11832046508789,21.948787689208984
1381,35,,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7,Sedang (5000-10000),Baru Dipromosikan,30-39,21-30 km,6,,5.445122241973877,-16.193523406982422
1382,28,0.0,Travel_Rarely,1179,Research & Development,19,4,Medical,1,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,Y,No,12,3,3,80,3,6,2,3,6,5,3,3,Rendah (< 5000),3-5 Tahun,< 30,11-20 km,4,Risiko Tinggi,-19.24052619934082,4.207860469818115
1383,27,,Travel_Rarely,511,Sales,2,2,Medical,1,1,Female,89,4,2,Sales Executive,3,Single,6500,26997,0,Y,No,14,3,2,80,0,9,5,2,8,7,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,0-5 km,4,Risiko Tinggi,-12.035146713256836,-8.998466491699219
1384,27,0.0,Travel_Rarely,1115,Research & Development,3,4,Medical,1,1,Male,54,2,1,Research Scientist,4,Single,2045,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,,-41.15029525756836,-6.491761207580566
1385,47,0.0,Travel_Frequently,1309,Sales,4,1,Medical,1,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,6,,-0.9776591062545776,-20.005475997924805
1386,27,,Travel_Rarely,486,Research & Development,8,3,Medical,1,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,6,,-16.08420753479004,-36.669952392578125
1387,44,0.0,Non-Travel,489,Research & Development,23,3,Medical,1,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,Y,No,12,3,3,80,1,17,3,4,3,2,1,2,Rendah (< 5000),1-2 Tahun,40-49,21-30 km,6,,-10.78674030303955,-25.088342666625977
1388,33,,Non-Travel,1283,Sales,2,3,Marketing,1,4,Female,62,3,2,Sales Executive,2,Single,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,6,,-3.6068496704101562,-30.40238380432129
1389,33,0.0,Travel_Rarely,931,Research & Development,14,3,Medical,1,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,1,,-44.45955276489258,-15.241458892822266
1390,28,,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,1,3,Male,96,1,2,Manufacturing Director,2,Married,6549,3173,1,Y,No,14,3,2,80,2,8,2,2,8,6,1,7,Sedang (5000-10000),1-2 Tahun,< 30,21-30 km,4,Risiko Tinggi,-4.303533554077148,-10.981352806091309
1391,35,0.0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,2,,51.292152404785156,20.213176727294922
1392,35,,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,0,Y,No,23,4,1,80,2,6,5,3,5,3,4,2,Rendah (< 5000),3-5 Tahun,30-39,21-30 km,2,,29.871809005737305,7.502935409545898
1393,47,,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,0,Risiko Sedang,41.17125701904297,-19.04353141784668
1394,45,0.0,Travel_Rarely,193,Research & Development,6,4,Other,1,4,Male,52,3,3,Research Director,1,Married,13245,15067,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,Tinggi (10000-15000),Baru Dipromosikan,40-49,6-10 km,0,Risiko Sedang,26.68104362487793,-15.517847061157227
